ID,Education,Age,DaysAsCustomer,Marital_Status,Kidhome,Teenhome,Country,Recency,Purchases,Spent_percent, Income ,CampaingsAccepted,Complain,Spent
10673,PhD,47,3603,Married,0,1,Saudi Arabia,6,21,0.1052569764338847,68397.0,0,0,1416
8799,PhD,39,3658,Married,1,0,Spain,6,11,0.0113731055045087,38175.0,0,0,153
67,Master,51,3663,Single,1,1,Spain,6,9,0.0068387301072862,46423.0,0,0,92
9923,Master,51,3663,Single,1,1,Spain,6,9,0.0068387301072862,46423.0,0,0,92
2814,Master,47,3746,Together,1,0,Saudi Arabia,6,5,0.0023043547100638,30560.0,0,0,31
2711,Master,47,3746,Together,1,0,Canada,6,5,0.0023043547100638,30560.0,0,0,31
4320,Graduation,44,3837,Single,0,1,Spain,6,23,0.0700969835996845,60152.0,0,0,943
10451,Graduation,58,3853,Together,1,1,Saudi Arabia,6,4,0.0018583505726321,29672.0,0,0,25
4198,Graduation,58,3853,Together,1,1,Spain,6,4,0.0018583505726321,29672.0,0,0,25
10814,Graduation,76,3908,Together,0,0,Spain,6,25,0.1022836155176732,70321.0,0,0,1376
944,Graduation,61,3916,Married,0,1,Spain,6,14,0.0292132710017773,56181.0,0,0,393
8151,Basic,33,3926,Married,0,0,Spain,6,9,0.0195498480240901,24279.0,0,0,263
6184,PhD,54,3943,Married,0,0,Spain,6,15,0.1241378182518273,68462.0,0,0,1670
3498,PhD,47,3960,Married,0,1,Spain,6,25,0.0651909380879356,55424.0,1,0,877
2870,Graduation,50,4025,Married,0,1,Spain,6,20,0.0373156794984534,49094.0,0,0,502
7342,2n Cycle,62,4037,Widow,0,1,Spain,6,27,0.0796860725544664,59184.0,0,0,1072
1911,Graduation,36,4041,Together,0,0,Germany,6,29,0.1013916072428098,67430.0,0,0,1364
10862,Master,63,4060,Married,0,1,Spain,6,17,0.0242328914671231,30522.0,0,0,326
2546,2n Cycle,46,3386,Single,0,1,Spain,7,6,0.00520338160337,31878.0,0,0,70
3005,Graduation,31,3438,Single,0,0,Spain,7,23,0.1226511377937216,83528.0,2,0,1650
8318,Graduation,44,3556,Together,0,0,Spain,7,19,0.1291925318093867,90300.0,1,0,1738
2930,Master,45,3574,Single,0,0,Saudi Arabia,7,20,0.0952218833416711,68092.0,0,0,1281
8216,Master,51,3640,Married,1,1,Australia,7,17,0.0241585574442178,53761.0,0,0,325
1212,Graduation,50,3699,Married,1,0,Spain,7,25,0.0695766454393475,52845.0,1,0,936
2541,Graduation,47,3764,Married,1,0,Spain,7,7,0.0035680330994537,24027.0,0,0,48
10659,2n Cycle,44,3797,Together,1,0,India,7,11,0.0039397032139801,7500.0,0,0,53
10905,Graduation,68,3987,Together,1,1,Spain,7,16,0.018732173772132,42586.0,0,0,252
8910,Graduation,68,3987,Together,1,1,Spain,7,16,0.018732173772132,42586.0,0,0,252
7349,Basic,50,4014,Together,1,0,Spain,7,11,0.0076564043592444,9722.0,0,0,103
7872,PhD,48,4034,Married,0,0,Spain,7,23,0.0414040507582442,86836.0,3,0,557
4290,Graduation,51,3481,Married,1,0,Canada,8,4,0.0017840165497268,30467.0,0,0,24
7408,PhD,71,3497,Married,0,1,Saudi Arabia,8,12,0.0173198273369315,54549.0,0,0,233
9986,Graduation,41,3506,Together,1,0,Saudi Arabia,8,10,0.0040140372368854,19444.0,0,0,54
8235,Master,67,3535,Together,0,1,Saudi Arabia,8,23,0.0626635813091559,69245.0,0,0,843
10949,PhD,60,3574,Divorced,0,0,Spain,8,19,0.1455460168485496,72968.0,1,0,1958
7284,Graduation,70,3586,Married,1,2,Spain,8,4,0.0014866804581057,48686.0,0,0,20
9529,Graduation,33,3592,Married,0,0,Saudi Arabia,8,22,0.1209414552669,73687.0,1,0,1627
9930,PhD,79,3615,Single,0,0,Canada,8,28,0.0867478047304685,82716.0,0,0,1167
10270,2n Cycle,42,3648,Married,1,0,Germany,8,8,0.0049060455117488,35523.0,0,0,66
760,PhD,48,3703,Divorced,1,0,Saudi Arabia,8,23,0.0602848925761868,60554.0,0,0,811
5519,Graduation,67,3705,Together,0,1,Saudi Arabia,8,20,0.0592442162555128,64090.0,0,0,797
232,Graduation,58,3726,Single,0,1,Spain,8,17,0.0393970321398014,61559.0,0,0,530
3009,PhD,61,3734,Widow,0,0,Spain,8,15,0.1312738844507347,71670.0,3,0,1766
6518,PhD,72,3762,Widow,0,1,Australia,8,19,0.0450464178806032,67680.0,0,0,606
10669,Graduation,42,3787,Married,0,1,Spain,8,17,0.0349369907654843,54386.0,0,0,470
5682,PhD,70,3842,Single,0,1,Australia,8,30,0.0816930911729091,64108.0,0,0,1099
1570,PhD,72,3874,Together,0,1,Spain,8,26,0.0772330497985919,69702.0,0,0,1039
1497,Graduation,71,3905,Single,0,1,Saudi Arabia,8,16,0.0302539473224513,47958.0,0,0,407
9723,Graduation,63,3914,Married,0,1,Canada,8,28,0.0755233672717703,67716.0,1,0,1016
7261,Graduation,52,3923,Together,1,1,Spain,8,17,0.0236382192838808,34600.0,0,0,318
2452,Graduation,52,3923,Together,1,1,Spain,8,17,0.0236382192838808,34600.0,0,0,318
5621,Graduation,54,3943,Married,1,1,Spain,8,17,0.0234895512380703,48752.0,0,0,316
10995,2n Cycle,35,3973,Married,1,0,Saudi Arabia,8,10,0.0068387301072862,15716.0,0,1,92
7373,PhD,71,3987,Divorced,0,2,Australia,8,17,0.0224488749173963,46610.0,0,0,302
5331,Graduation,46,4035,Married,0,0,Germany,8,17,0.1389302888099791,74985.0,0,0,1869
263,PhD,78,3411,Single,0,0,Spain,9,8,0.0107784333212664,45576.0,0,0,145
4619,PhD,78,3411,Single,0,0,Spain,9,27,0.0205905243447641,113734.0,0,0,277
940,Graduation,36,3421,Single,1,0,Saudi Arabia,9,14,0.0231178811235438,57100.0,0,0,311
10084,Graduation,51,3421,Married,2,0,India,9,7,0.0037167011452642,24434.0,0,0,50
6019,PhD,52,3470,Married,1,0,Spain,9,6,0.0053520496491805,37126.0,1,0,72
1463,Graduation,65,3471,Single,1,1,Australia,9,4,0.001561014481011,45160.0,0,0,21
6424,Graduation,46,3529,Together,1,0,Spain,9,5,0.003642367122359,33178.0,0,0,49
8233,Master,73,3533,Widow,0,1,Canada,9,21,0.0413297167353389,64866.0,1,0,556
1515,Master,48,3537,Together,0,1,Canada,9,5,0.002081352641348,34176.0,0,0,28
10855,Master,55,3537,Single,1,0,Spain,9,15,0.0294362730704931,50014.0,0,0,396
10909,Graduation,75,3544,Married,0,0,Australia,9,20,0.1411603094971378,92344.0,2,0,1899
3376,Master,53,3577,Divorced,1,0,Spain,9,11,0.0174684953827421,55282.0,0,0,235
10232,PhD,60,3615,Divorced,0,1,Spain,9,15,0.0246045615816496,48799.0,0,0,331
5547,PhD,41,3705,Married,0,0,Spain,9,20,0.1426469899552434,84169.0,2,0,1919
8362,PhD,41,3705,Married,0,0,Saudi Arabia,9,20,0.1426469899552434,84169.0,2,0,1919
3524,Master,52,3708,Single,1,0,Spain,9,10,0.0124137818251827,39763.0,0,0,167
10095,PhD,48,3803,Divorced,0,0,Canada,9,20,0.0961138916165345,74165.0,0,0,1293
8897,Graduation,58,3810,Single,1,1,Germany,9,25,0.0486144509800569,42720.0,0,0,654
466,Graduation,79,3831,Married,0,0,Spain,9,21,0.0554531810873432,65275.0,0,0,746
11025,Graduation,62,3890,Married,1,1,Spain,9,11,0.0102580951609294,36443.0,0,0,138
2387,Master,71,3890,Together,1,1,Saudi Arabia,9,17,0.0204418562989536,43776.0,0,0,275
1618,Graduation,58,3922,Together,0,0,Germany,9,21,0.0514391438504577,56046.0,1,0,692
25,Graduation,65,3969,Married,0,1,Canada,9,21,0.0828824355393936,65148.0,0,0,1115
3277,Graduation,68,4074,Divorced,0,1,Spain,9,15,0.0271319183604293,49431.0,0,0,365
8566,PhD,62,3393,Together,1,1,Spain,10,4,0.0006690062061475,32583.0,0,0,9
2634,Master,44,3451,Single,1,0,Spain,10,9,0.0051290475804647,16653.0,0,0,69
8036,2n Cycle,52,3451,Together,1,1,Spain,10,11,0.004683043443033,26850.0,0,0,63
8159,Graduation,55,3468,Married,1,1,Spain,10,11,0.013528792168762,51287.0,0,0,182
7628,2n Cycle,50,3482,Married,1,0,Spain,10,8,0.0056493857408017,43050.0,0,0,76
9597,Graduation,54,3518,Married,0,0,Canada,10,19,0.0538921666063322,73448.0,0,0,725
1384,Basic,31,3597,Married,1,0,USA,10,7,0.0046087094201277,17256.0,1,0,62
10150,Graduation,62,3599,Single,0,0,Saudi Arabia,10,18,0.1077099991897591,86429.0,1,0,1449
3885,PhD,40,3635,Married,1,0,Spain,10,5,0.004683043443033,33569.0,1,0,63
11003,2n Cycle,43,3649,Together,1,0,Canada,10,7,0.0037167011452642,25130.0,0,0,50
8026,Graduation,71,3651,Married,0,1,Canada,10,19,0.0344166526051473,62998.0,0,0,463
577,2n Cycle,47,3692,Together,1,1,Spain,10,6,0.0016353485039162,26907.0,0,0,22
8702,2n Cycle,47,3692,Together,1,1,Australia,10,6,0.0016353485039162,26907.0,0,0,22
5429,PhD,75,3692,Married,0,1,Spain,10,10,0.0136031261916673,45579.0,0,0,183
977,Graduation,66,3711,Together,0,1,Canada,10,20,0.0307742854827883,47320.0,0,0,414
2793,PhD,47,3722,Divorced,0,1,Saudi Arabia,10,26,0.0768613796840655,70179.0,0,0,1034
1071,PhD,47,3722,Divorced,0,1,USA,10,26,0.0768613796840655,70179.0,0,0,1034
5074,Master,37,3735,Married,1,0,Canada,10,5,0.0034936990765484,28072.0,0,0,47
2632,Graduation,69,3755,Married,1,1,India,10,20,0.0371670114526429,50501.0,1,0,500
6404,Graduation,54,3841,Together,1,2,Saudi Arabia,10,16,0.0209621944592906,58917.0,0,0,282
10240,Graduation,74,3874,Together,0,0,Canada,10,21,0.1026552856321997,69372.0,2,0,1381
2521,Master,52,3914,Married,1,0,Spain,10,5,0.0043857073514118,35178.0,1,0,59
4301,Master,52,3914,Married,1,0,Australia,10,5,0.0043857073514118,35178.0,1,0,59
7381,Graduation,55,3949,Divorced,0,0,Spain,10,22,0.1071896610294221,75693.0,3,0,1442
2407,Graduation,41,3976,Married,0,0,USA,10,20,0.1155894056177194,69109.0,1,0,1555
9064,Graduation,41,3976,Married,0,0,Spain,10,20,0.1155894056177194,69109.0,1,0,1555
5067,Graduation,29,3514,Together,0,0,Spain,11,21,0.1024322835634838,80134.0,4,0,1378
10281,Graduation,53,3521,Divorced,1,0,Australia,11,19,0.044749081788982,64713.0,0,0,602
11191,Graduation,37,3583,Divorced,0,0,Spain,11,8,0.0103324291838347,41411.0,0,0,139
2552,PhD,68,3629,Single,1,2,Spain,11,24,0.0331529742157574,55521.0,1,0,446
6720,Master,55,3635,Together,0,1,Spain,11,17,0.0365723392694006,43795.0,1,0,492
4557,Graduation,53,3647,Together,1,0,Saudi Arabia,11,8,0.0049803795346541,22070.0,0,0,67
1183,Master,74,3660,Married,1,1,Germany,11,4,0.0016353485039162,36408.0,0,0,22
4186,Graduation,73,3707,Together,1,1,Canada,11,9,0.0056493857408017,34026.0,0,0,76
1419,Graduation,73,3707,Together,1,1,Spain,11,9,0.0056493857408017,34026.0,0,0,76
967,Graduation,47,3722,Married,1,1,Spain,11,26,0.0382820217962222,46049.0,0,0,515
1048,Master,51,3729,Married,1,0,Saudi Arabia,11,10,0.0132314560771408,35641.0,0,0,178
9262,2n Cycle,39,3739,Together,0,0,Saudi Arabia,11,5,0.0038653691910748,32414.0,1,0,52
3427,PhD,68,3822,Married,0,1,Saudi Arabia,11,26,0.0545611728124797,59821.0,0,0,734
5892,Graduation,43,3824,Married,1,0,Saudi Arabia,11,17,0.0164278190620681,34968.0,0,0,221
8911,PhD,56,3826,Married,0,1,Spain,11,21,0.0521824840795106,56320.0,0,0,702
6606,Master,54,3834,Married,1,0,Spain,11,19,0.0863018005930368,70091.0,1,0,1161
2677,Graduation,67,3834,Together,0,1,Saudi Arabia,11,15,0.0179144995201738,46097.0,0,0,241
252,PhD,60,3848,Divorced,0,0,Saudi Arabia,11,17,0.0446747477660767,41003.0,0,0,601
9860,Graduation,64,3850,Together,0,1,Spain,11,12,0.0159818149246364,44911.0,0,0,215
1388,Graduation,48,3873,Single,1,0,Australia,11,8,0.008325410565392,33249.0,0,0,112
979,Graduation,48,3873,Single,1,0,Spain,11,8,0.008325410565392,33249.0,0,0,112
7494,PhD,73,3903,Divorced,1,1,Canada,11,15,0.0199958521615218,42873.0,0,0,269
10490,PhD,54,3945,Married,1,1,Australia,11,14,0.0309972875515041,51039.0,0,0,417
3403,PhD,65,4022,Together,0,1,Spain,11,21,0.1555067759178579,78952.0,0,0,2092
2715,Master,57,4071,Divorced,1,1,Canada,11,11,0.0133801241229514,29435.0,0,0,180
4828,Graduation,69,3390,Divorced,0,1,Saudi Arabia,12,21,0.0588725461409863,79865.0,0,0,792
92,Graduation,35,3427,Alone,1,0,Canada,12,11,0.0066157280385704,34176.0,0,0,89
