transaction_id,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase_price,repeat_retailer,used_chip,used_pin_number,online_order,fraud
63c7b3f8e2ec438096425ec5351671b6,21.7104062296122,52.6745676228229,1.38853606209186,1,0,0,1,1
90712dc3e32d4d6abb96aa33f5adaadd,0.969609650465187,0.227703047052171,1.27735001826953,0,0,0,0,0
7ff286cbf2524994a8ef03b37d3c5f87,5.82217168813262,4.52606655084817,3.36744132631768,1,0,0,1,0
8db652ecc10b4b9c9196e7d4393c9c52,8.0631217260448,0.343027116322292,4.29535064119494,1,0,0,1,1
74aa6e6cd0d04e0cb07fed1f67a7e3ba,9.07658046950325,0.0811206657215002,1.04832794194086,1,0,0,0,0
3ce9640dbeea4d05a3cd4c1a56b55c16,66.5329525205347,2.65743052364118,0.870004411951699,1,0,0,1,0
7e501a2431d24090bb504dc496f5d013,64.7796618961423,5.58444179357172,1.23733775406985,1,0,0,1,0
1ac6b0e1b4eb4c21bec08c4b7a38c8b7,4.12439484013133,5.26607884704906,2.3213925902831,1,0,0,0,0
e0936179c68249cf9a17775df8e393e9,24.21099510131,1.2937965082525,2.05483753964964,1,1,1,0,0
5287b66ec33d432fa1373608f0a84223,12.1918578913242,0.342550852206112,1.50269541032631,1,0,0,1,0
f8eddb6481a54a59ae42cbcb9a9713f5,52.9625497268595,2.40371956146406,0.717299005646086,1,0,0,0,0
6f8934d5df594d3fa14c7ceddd1d28ba,4.5853853769536,0.752284113402662,1.87872993977355,1,0,0,0,0
26791b4f05d04729b06380b00c01f924,108.675991574811,12.1997402417136,0.8810216281263,1,0,0,1,1
275c70266ce2419e88b9d8eb43072ff0,12.0638281147463,0.22640879397774,4.10206907268753,1,0,0,1,1
76157278dbcc4a13a4c35a2b6bc8dc1a,18.2603512003304,1.21435934711399,0.434601008975592,1,1,0,1,0
b85f28f9e8e7450aa9028ce4dae367cc,54.8419527489766,5.17626390277372,2.14264906235234,1,0,0,0,0
059df4de8ae64420988f324bf66ff419,60.885823589137,0.170648307922433,0.830970288785172,1,1,0,1,0
136996e8cd3e44c5a9f9b23393893d5a,5.83559266483168,0.313807787751955,0.626487461620709,1,1,0,1,0
1a0f48d1b3e34c9ab31717436501ff25,5.32446075791715,0.495439011478454,0.473499047883427,1,0,0,1,0
e6c4ffd69af04d81a42d8ac5f14ccf18,15.5475676902839,5.75702081179703,5.79922587336486,1,0,0,0,0
ad32b1bfd2474189b7cd4ef505080a7a,235.70198927046,0.914142980086616,0.353117658258563,1,0,0,1,1
56db92678948480b87f764d762039695,15.972738894877,7.76943083595795,2.24009218536107,1,0,0,1,0
75e73f005785403888e75da0df5a0518,9.22153811629486,2.42867342739411,0.949174848237131,1,1,0,1,0
9fbab0d19b9f45b5abd6e43d458a1734,28.7587691684228,4.71430011455322,2.14258455821252,1,0,0,0,0
e41ad2c58c5b45129d808300113fb7bb,33.7343902184245,0.356077597549517,0.675498692058757,1,0,0,1,0
7eac628e34b5447a9fca177b3a81f33e,14.8964821492068,2.37219782205954,0.372219127960889,1,0,0,1,0
277f770950d34b9f8a7c368285f3a489,19.1755291638767,23.2968715751227,2.32503205664431,1,0,0,1,0
b23e086281a648ae94608f9d793c6256,54.7796163471669,11.5543314837322,1.45598747404036,1,1,0,0,0
1252dd3179544b068fc954022e692796,9.47494831226288,0.779627931642642,1.22492884728491,1,0,0,1,0
65252218311c4941929e6254d22cc14c,3.81924817870224,19.6901619651686,0.32127264751533,1,1,0,0,0
dfc6ed1bda0546e9b0adb13c57de6480,18.9147356135178,0.182231723967965,0.728965935789334,1,0,0,1,0
0528b02bf3324fe48d0105d3351009af,130.372833757195,0.201209376519084,20.4312373325371,1,1,0,1,1
48a4cc0764954a1c954eb704df2ec753,8.59380596026726,0.268478908481778,1.65072152509066,1,0,0,0,0
eff1152cfe0647c28b4a93ce2ab15e99,4.97807342626905,0.486831136539928,2.34008985380419,1,0,0,1,0
b17fac81e8ad413a8153a0cedfe702d4,5.9143189430382,0.0455590913057041,0.269617127041501,1,0,0,1,0
81af198e77bd4bd1ad803a1d590548b2,39.7179878628034,20.4964648965349,2.82018518485398,1,1,0,0,0
ddb6aa69c68440a7851db3ce4d409e21,11.8133538549861,4.95965813647363,0.923862611073754,1,0,0,0,0
05b4b38f2e7549b59558d38a24937f76,13.741434783096,0.127565702559531,2.76434203305883,1,0,0,1,0
2b67eb77985b4e55986b472d9b479bab,39.1978615019977,0.482532719095692,2.60144215962983,1,1,0,1,0
afc817c6523946e0a0008c596ea10a28,13.3052206178283,0.931545122532228,3.38118936201936,1,0,0,1,0
d44421e04bf041449915c57515e4c327,4.45500365927467,0.289213244755812,0.399838261618635,1,1,0,1,0
1e75030cac6944b5ae11fccbc442919b,14.3631716032298,0.618776451697426,0.389865175431668,1,0,0,0,0
9309181c708f4dda9a0d70b1d94d97a1,1.37633064433522,0.085762026434144,0.581929324803459,0,0,0,1,0
01998d0854054c719214e832df8971ec,5.6273125683147,64.894670644573,3.80650664416368,1,1,0,0,0
2641e4bed65541ec9e4f279ff20ebd17,3.58635253099538,1.61757824411436,0.340758570380853,1,1,0,0,0
bc7552bd0d1e46dc85baf8638a9c7fdd,73.9958763640991,0.495822298797397,0.784981805966565,1,0,0,1,0
fa65f4e6b1534e9abf634df117cfa912,2.73300999860063,0.198017571635416,3.73372736541979,1,1,0,1,0
94efd1829e394c04b9dff7bcebe1d0fc,9.02974279014634,0.573787632096659,1.82713916490708,1,1,0,1,0
d134c4a1e1b6444ebc49430b87ec5b81,0.797341520448283,13.4678211356691,0.182950171240294,0,1,0,1,0
dda8317ec7d94ff582c15a6f84e5b9c9,14.2483374641163,1.26460898605686,0.695453478066574,1,1,0,1,0
bf1c9bf6a3644eb3b1eadafc0ed3f425,1.79312331088592,0.0558425544786946,3.78748783907362,0,1,0,1,0
f90f0b8c30e7415d89383aa0938cf707,4.21589063211144,5.32591852522448,3.14189916165416,1,0,1,1,0
8a471bfee3f44c1c8392896943636006,21.3176321347997,1.97717092961549,0.266010814112006,1,0,0,1,0
beeff2c7ea0d49429ef787777f501f40,15.818102542246,0.65981133900344,1.3527003139659,1,0,0,0,0
3fc33e9fbd634bf4a752dcb422d1dd39,13.577396662268,3.93810426305326,3.51705138491839,1,0,0,1,0
493bb3bb2f6b441aa310d878f769a33f,191.393238726346,1.08024744218643,0.03703608779998,1,1,0,1,0
da0da782f6dd4465ae5edf78858ae086,10.8332016423639,0.694672391423831,10.6054803296526,1,0,0,1,1
332eae50fd5a4c8eb452117ad34668b6,4.30075405881291,0.449324575926992,0.506630384461186,1,0,0,1,0
0918c1e1baae47a2bf875ea61f029392,3.02189384732692,1.2901785980094,2.06629097715398,1,0,0,1,0
727e05d83f6a4c92b047e531b650b34a,38.2601802898438,0.917741635273211,1.09179527107771,1,1,0,1,0
beceb7d7220e4af8b7ce28e798725827,1.45512285786384,0.349267852126305,1.23657734578619,0,0,0,0,0
2e28e981d0ad4c36a03c839a79277e9e,30.506207215462,1.01171315938919,1.69793488162104,1,1,0,0,0
603ed890caf74f52a4681261e594b4e5,4.17794427023298,0.11198713575905,0.107227016011536,1,1,0,0,0
25ed927d2acc43d3904f937f940e8fed,18.6138751919506,0.602287093466928,4.54782337719007,1,0,0,1,1
1c934890dbb14917b5c77dbc5a72aaba,0.479255501767753,0.250786307374662,0.283056581380882,0,1,0,0,0
92db741513fc4d9896fbe440675eab18,0.790535405663766,3.42427907287423,2.8258911147238,0,1,1,1,0
e10e73c50a9b472bba7ed4f1a9e176a2,2.89491050895034,0.300820453059323,0.756638435226715,1,0,0,1,0
d5954bc0dfbf4713a0c38973479ec544,24.6223112552207,4.32860687130652,0.607077277927072,1,0,0,1,0
3bdbee70c42a4466a508b3a10ba4853d,2.4497703456698,0.0812028514009451,0.360766724666287,1,0,0,0,0
57273d33c2e242acacbb21b5a05d1a38,23.0949293571681,0.041351421781767,0.715808654651744,1,0,1,1,0
b0eb5b77ad804b8eb8555c04a583d76d,22.4720354268717,0.153005631572725,0.299506779378774,1,1,0,1,0
ca2ecb8de3654cab8dc1f057edf73aac,38.364189125623,0.0378247867881464,0.785809198964294,1,0,0,1,0
e644799e324c42e681936ed82a744a5e,26.2787666819705,0.212869399590736,3.93834549835987,1,1,0,1,0
c3866cdd68d24a59adf2ca04be674fb6,7.80693789739008,6.42277616526665,6.68221036673552,1,0,0,1,1
093bd0040ef14d89ba3fff10a0ccdc56,10.8468979520453,0.399113237930008,1.65242465877606,1,0,0,1,0
bce778faa6734594a33e71dd1a4a2d41,1.91031062170916,0.0553865777601755,4.74459470987776,1,1,0,0,0
12f9eb7aa8de4d4f8a7bbfe6065c23b9,1.10033231715165,0.140480988527925,0.683908395157686,0,0,0,0,0
eb8f03aae06946109e4d5e58a7d51d14,9.46037029068129,7.43361964493074,0.403055314521745,1,1,0,1,0
b5840d224c1e4b79bb102e803b446961,4.71417702729652,0.367233153676072,1.87374065969874,1,0,0,1,0
114ff3f3527e45d798515dbd7e1f1498,30.6760352040846,0.701256032109237,0.45815330546222,1,0,0,0,0
8a1c0b4fc4ff4ad9808020c20ef47c4c,1.52128997615117,3.21636256218904,13.6116600640432,0,0,0,1,1
9b1372b1b1794393848d8a1bbee9ee83,1.99739475161428,6.53898901655893,0.836169000013287,1,0,0,1,0
ba02161a88c943ba974cd156516fec10,7.03236785062115,0.328027863907767,3.36809232476442,1,1,0,1,0
d425cdbd747a47ff9286f514147800a8,7.76639209790178,2.29946503471928,0.313035519696078,1,0,0,1,0
bd38cc78fa5842f68202a70cb602721b,4.97413932812557,0.191634496667201,0.513670811847442,1,1,0,0,0
35d47aaa30d14bb2a9a21abea2fd5975,23.8235807787752,0.0967953010798679,0.483328958040386,1,0,0,1,0
1cd90809effc4226a073e4a5a3aed322,10.413093688007,0.628004552273611,3.21601149635477,1,0,0,1,0
27178c9fd64a4e97ac92bc10a6bcefa9,3.38186258209205,1.53920239985427,0.710944055277922,1,0,0,1,0
148d6a1fb3a44f908237d95e097aa6e1,3.10163996086427,0.640065574602674,0.0489587987654144,1,0,0,1,0
7e0f6c39fd174222aa8c1e4e564f8a99,1.6508352893659,16.4775676867165,1.00537149640389,0,0,0,0,0
56648f5da4854bef84cb0ede7b258881,6.16346847283769,0.17768004115785,0.649519818361692,1,0,0,1,0
88805a914e894989a5db2aa931235909,50.7223623472468,2.58773720950009,0.360715277723629,1,1,0,0,0
7e392ee40429436e9d0b99814e0e022b,5.62292271038126,0.956548114452364,0.652516308173869,1,1,0,0,0
9e2d50db628f44e5b7ead3f1df49542f,3.78585194665326,12.2963543089586,0.755354325994951,1,0,0,1,0
3905b1b6b4a047b7aa690356e40a5d78,30.8810171241262,3.97524251925017,0.878299079957452,1,0,0,1,0
8e60aea2be624ee694d42dfdff556f4f,16.3300336184992,0.646398020343478,2.50539708509858,1,0,0,1,0
5fbc1d66a14244e38cd6a0da8af1918e,36.0890669541828,1.04594600675055,4.31723203965574,1,0,0,0,0
5c780405a4e046f5862138003b504a93,21.4776744960313,6.03608017142255,0.937280132375785,1,1,1,1,0
40a371ddec0d4060a912c3ea8e034489,6.33899940609804,8.37235465855296,0.367359857146318,1,0,0,1,0
2f3a9879c6924e0489c7feb6ed64d33e,7.2599686252215,0.649214382143367,5.76124350186212,1,1,0,1,1
06e6acae98674f839468efc3e5e5023d,21.786869027011,0.129557446042715,0.749423721075552,1,0,0,1,0
302e58fddb194fa09b6da198da36aad0,0.606398005394424,0.109158148923832,0.746735842179364,0,1,0,1,0
77cef54b1a424d20b0e86800803dce85,2.38347342167831,0.183870995725465,0.424202191651592,1,0,0,1,0
5da101f76a4a4606aabc89ca0eeb01f6,6.81194018058262,0.229076538207845,1.73059178206039,1,1,0,1,0
3101b31fad3f4a3c81ddc928d97ca738,8.42476120988521,108.393380754427,1.76973360796858,1,0,0,1,1
c76375e8edce4a59973d07a4b677869f,38.9208672959695,1.82750410411131,0.439257081296514,1,0,0,1,0
18bc81ae09eb468998b778ece53d2a1d,8.25145495207742,0.713403995540486,1.30118851799277,1,0,0,1,0
d5353775fb694e61892bf3452c46e283,7.48956625231377,3.11706827476972,1.62981212844594,1,1,1,1,0
5f8bba71144d497ea51846e8d3baec28,35.9312097349839,0.990291445750043,0.846810341985365,1,1,0,1,0
8e43bfe086fb4a2ba7c23cfb7773b3eb,7.9943600431485,0.166589849478754,1.4876779490931,1,1,0,1,0
5e4a3deba0214cf0b33af6bc5a7e9363,15.2971208334686,0.702478238240453,0.29585864512346,1,1,0,1,0
27d452f9f24b40f588a9f549bb14c5a2,29.5793128340557,1.13422215684777,5.34494046363848,1,0,0,1,1
17c51bb473024b4289d3c47d789bb7ef,9.14639132751448,2.97092306950242,1.08082376711058,1,1,0,1,0
ec353eaa8c7c43ecbb0602f5a135f7bd,4.46248769368997,1.05711992244182,0.123159085305346,1,1,0,1,0
c3ae9752dcd24367b3d47cb8065eb2c0,2.49060769083268,1.6581943832499,2.46021129270604,1,0,0,1,0
2e5670c2c7dd40e9bf83b923b9e2145a,10.0716846416988,0.213274402481318,1.070651524475,1,0,0,0,0
e2b3359b832c4748b6762a3872396d6f,50.4871180426701,5.69194143290544,1.0656103642004,1,0,0,0,0
9f060a23075741f1a78d6b7c04294ac5,84.2457268361731,45.9736959432985,2.2871049380876,1,1,0,1,0
bc539c15b8104056a2ce12f17fd86277,5.11607719530908,2.57230352726906,0.183119786970377,1,0,1,1,0
f36340be9ad94f63abf5f1896880c922,112.949771001578,5.3394089134978,0.265585470789934,1,0,0,1,1
7fb8d99e4c86476ea036e7220aaa313e,39.8003526653351,0.284151368732062,7.12684217780933,1,1,0,0,0
9b3b1dc3fd4f43e59bcb6140d3d36caf,6.0039228299742,2.95116937870323,4.2353984559429,1,1,0,1,1
74b97a4d09274fec822a09d34be0a393,4.97375733727919,0.140164337468157,8.16251747018963,1,0,0,1,1
a6f4a4f3c4b34f48b3eadd1606df2855,6.64251971513405,2.21763742066407,4.16699626670829,1,1,0,0,0
eed6edb37a4c40d2b4a0769f76a9203f,0.906792927373894,0.041847344313486,2.34751374423562,0,0,0,0,0
5592fa8ff1184df19782f5cdff6d0cfd,0.445448259938947,0.853653229691866,42.1176457486396,0,0,0,1,1
d455a8aceb2c4ff4935e38b9ac431580,10.8579930489158,0.369858931860441,0.677111711319026,1,0,0,0,0
ac0bbc122e2247e58369ba60ebfc4852,0.565680908227094,1.22354599542058,2.76722053419314,0,0,0,1,0
a7fdb16a37e7438a8ef7e15e785989b4,24.1555315206572,1.48997810051339,0.851308797910532,1,0,0,0,0
acb064894ee84ea99ecd7265b7932f01,2.69979886848716,1.94587166514608,0.0275003439117747,1,0,0,1,0
9487c9f5c1634b8c8624b19514abac47,13.2610074561363,0.238784868755659,0.277271912255898,1,1,0,1,0
727574bc1d1c4c228ed9021eaf4ac6fa,9.30154606409315,0.389769771928207,3.32686309093848,1,0,0,1,0
0ce705d23e3c479cbbaa18baa7bb7f2f,11.6044831415195,1.23320202470016,2.56923030496593,1,1,0,1,0
948f023e24854bfe81540c139dc79bcf,0.677016597498082,0.371716850694127,0.264454490420253,0,0,0,1,0
ffbb87fabf724355a2650e0d8a78390d,1.12205338310943,0.243227108813648,0.46213017739409,0,1,0,0,0
24bb3a5b9b7c4160879ca5e57ccd063f,6.1578919903545,0.874868472006819,0.161495653718433,1,0,0,1,0
e30a1be7dccf495b842fd46e55681b32,1.01493810890972,0.623829693374719,1.84434193572545,0,0,0,0,0
9ca4a5d3f1d24ae8aa218b13560cf901,0.867814678024219,0.323580194131751,3.41034465251559,0,1,0,1,0
1961b1dcf68b43a6b3ac1a79960bfbd1,100.049854807514,2.57832436166649,1.24856980265712,1,1,0,1,0
0aa4ec01826b4d759888f8f8b0c15f6e,87.0564839130667,0.815193164549608,0.601162637901055,1,0,0,1,0
b841e8d3b5b742fe94bf940aa3caca3f,326.537070222353,0.608606419321052,6.09920441963388,1,0,0,1,1
531e5fdf7dab4c7b8e371231a8a8e9b2,3.99429631472502,0.15491591333814,9.48894332369326,1,0,0,1,1
06de69b408864013a8a4a6974b857771,14.0681865733768,0.335796706689145,0.577036530239567,1,0,0,1,0
c70ff47bb06e419abfd7229960cd7ec9,4.50679583586864,4.93349882849691,0.886901390228035,1,0,0,0,0
1ddb9471b7ae4fbf9222bc1602c48fcc,58.3570791779742,0.0400870034030251,0.264568280073951,1,1,0,0,0
aa651451152e4ba0b6abc3a01ba32992,2.19069687430904,0.0252654098098342,7.1264274103685,1,1,0,1,1
f181a39d0cf04b75bedb8ac33e0ab02f,45.2224295292395,2.60347815341222,1.31391782399442,1,0,0,1,0
acf7b2c066f04d9c862f67ea0105a40e,15.4689515380821,0.849963527750177,0.208499942128213,1,1,0,0,0
e46e334b506440109bf13a98ae3e7a68,0.238120078451933,21.7914949828118,0.245694451719658,0,0,0,0,0
489ccb25ab05448e85a4fe35ff7864e3,10.6818787590117,0.061243336834111,0.345274606268336,1,1,1,1,0
e908b11ad1c347ecbcb3033ac03468d1,270.408843498383,0.336682248859564,3.57526050307418,1,0,0,1,1
997fed1c653b43b7976446db9e89fdf8,0.307897151192323,0.0876227195923555,0.864562323974513,0,1,0,1,0
6d454846b56746dfab99dcd14c74bbd0,2.84505431896085,0.0215938486844999,0.95130642211617,1,0,0,1,0
afaa70b62a684fb9a222cba1c0d7a6ec,4.05455679828524,1.20591510281718,0.266017396869491,1,1,0,1,0
0512f30b6072452284c64f700efc4eda,2.50628849702718,0.745346435231759,4.93486417187603,1,0,0,0,0
a31e3427657945a3bbad562f072b9c25,2.56668200060367,0.268033699284037,0.945394677427931,1,1,0,1,0
35590a58f17e48ff98dbfb85e1eb6e35,16.5856294254422,0.574392340759921,4.90107086562767,1,1,0,1,1
d0a9cb0b77714d0d8031d55be8654100,35.7417273548114,1.09703678101223,0.211075312654176,1,1,0,0,0
c2d9bfbfecb04d38992729f9488211d3,193.625370390314,16.3391705833703,0.663603559529923,1,0,0,1,1
e9e97e66ff2c4f05abd44b408a186b05,8.78661332565935,0.862074757936429,6.42704567213355,1,0,0,1,1
d32cdf92623146ff8e97234e185e11fb,6.99122688110186,9.2823992183785,0.510515382022793,1,0,0,1,0
245040baf5a24d87b9458cd6b2ecbeb6,11.9699551045481,0.126192908050641,3.62952664876368,1,0,0,0,0
f1042d369ba84f8297a690f728cf016f,6.15538087177439,9.61790973119994,0.50098121511989,1,0,0,1,0
dc83d91f7470416abdec6cc902abef94,34.0338050946252,0.580311012119604,0.803275329391457,1,0,0,0,0
ad31f94214644df6914f7efd8dbdf576,3.7235171691121,9.47474064671875,3.15279277809274,1,0,0,0,0
4cb0c41f657e46a4a01ad09df565501c,13.6911761900813,0.319278005032111,1.32367832070071,1,0,1,1,0
5484110c04c34fe0b935f4415d998e20,22.5593312285816,0.0598087747873812,0.407267952254474,1,1,0,0,0
a9230c28649f4f3c84ce5d147eed13d6,9.79326231140282,8.89100187509829,0.730262104899905,1,1,1,1,0
0f9eaf743e244d1d8be8581ec99a0779,22.6465583947577,0.0998075258294769,0.642083319840235,1,1,0,1,0
76f6898123b74586b5323eb8d29622ee,34.2321948156629,7.77485777116733,0.398052393789744,1,0,0,1,0
172e9f82305c42b3926c7ef84f1607ff,29.6696919476487,4.24401315786718,1.9224905398244,1,1,0,1,0
6ac9faf5d9cc4ecd999512fb1ad76768,0.455531016250306,1.75161782164465,0.744489237023884,0,1,0,1,0
0ff738282e544b29920adb9f86cc4c04,28.8499301101843,0.492816667917749,1.05627951421549,1,0,0,1,0
fae7ac0275164ae69f4816e787bbbce0,26.1054169568801,0.117580482293955,0.327689080259438,1,0,0,1,0
b4f0404b4bf44310aa694891f0403a4d,12.2405874549015,0.522319965642484,1.10876214680244,1,0,0,1,0
fe1e6818d74f4069b6516bb864e51b66,13.3484913172538,0.230528981608951,2.23750167502922,1,0,0,1,0
869309ca07764bd5b1efb420841ef1c7,20.9716909546932,2.80321707527925,7.63391868347601,1,0,0,0,0
4a1e9e9ce06841d285739c66f5766935,37.1129916260682,57.7790441442218,0.448279507098788,1,0,0,1,1
debf943df3f348fdbb1cfd3708310ebb,9.64908424300293,1.89955397852294,0.123609986837973,1,0,0,1,0
e6166a2b5ef848ca83eee8094aa6bfc8,15.2124079447384,1.7580045914956,1.73621863038226,1,1,0,1,0
7d8ce6415ad648999f9195e3646cee21,17.4966631246633,0.0166194943664565,2.14453064025813,1,0,0,0,0
5642af9c8bcc412b8fed4375cdad6b92,45.0947067000924,1.5320843145017,2.5663775651485,1,0,0,0,0
872e7a354aec4b45895c83805a5caff6,82.9255959832627,0.132897510181856,2.19041013681503,1,1,0,1,0
691a48534e8a4beaa2f8497db8eebc27,12.1822111671281,0.622643672866248,2.01083472785822,1,1,0,1,0
e43b2d06e7a64fd48d78fc913dac7e54,91.4565475427202,0.176467132104917,0.781930330173671,1,0,0,0,0
afe5a6bdabf94f40b1f96b1d17438267,0.444977488536745,20.6484145939515,0.280372449993709,0,0,1,1,0
1f396e25840f499881c90e290f9f107e,8.46596345785691,8.39843726750623,0.162435978786077,1,0,0,1,0
006b136c8eac4f3d8d6e4dd1aa1e26d5,136.480371916262,3.15940435498836,0.992295507134853,1,0,0,0,0
d057f38275cb4abfbc5f419cd1f2b7a7,6.59419907189274,3.93858974333556,3.08943785269968,1,1,0,0,0
22e1ce8552ac4f1a8756d90f3c75d023,1.57377359228501,0.287024622887236,0.73700753206285,0,0,0,0,0
bccdd4b2a96840df8de55676e045d46b,5.70368984341115,2.48519579863178,0.817254951917206,1,0,0,1,0
a4d33e983ff84c39aa1307f3cb7b01e3,2.64159164874897,0.133644023131035,6.05254725900166,1,0,0,0,0
daa55ed9b95043a38f5f6743a7da4f52,13.7898085897891,0.0891042786780648,6.75438345230672,1,0,0,0,0
1093f73f86944da694be4a46b7de439f,15.6319874214892,0.605369267228668,3.01242703774202,1,0,0,1,0
94be3f3ed29c4df5a96ad2bb606ac291,4.19873415503083,0.059416211598502,0.365663869678119,1,0,0,1,0
db78e56c21084241a8f297e535a86f7c,131.731488282228,0.218341748761719,1.64338139871945,1,1,0,1,0
044a6345829e442595884fc109aac95b,8.43204576499533,2.20935950204767,1.43850725388348,1,0,0,1,0
595c7995bf66486b946f4dc46b4d5e3d,24.0546918635348,4.99742507238448,0.115037595348606,1,0,0,0,0
4602469a87994001a3c118ad40b5f15b,11.2536827895358,0.286315408295599,1.53451592388665,1,0,0,0,0
c12536e3c13549098143cd2daaaf3929,6.07540849810005,1.64857037922287,2.92762525505041,1,0,1,1,0
b8ea297323eb479d8d46dbb04cba38cf,4.66246236174737,0.118228975670952,4.96041666149995,1,1,0,1,1
c5f85e8e38554f91b4f81fd5fb72a180,14.3676983836966,1.75431428550236,1.10912159003018,1,1,0,0,0
b893961d7d774ee5a7da78c724020bba,17.1716403406702,0.0784561682016119,0.350971575000752,1,0,0,1,0
5118012f7b88469d86584e6ee8fa730b,4.34645089400684,8.5589837848851,1.76971214051708,1,0,0,1,0
2aa1fbb3ebcb403a978e101704867461,19.5086489894423,5.58831534377523,1.79336999503098,1,0,0,1,0
f4d6b514079243459f062f100c79f036,4.12763192372472,0.0140766136086772,0.328827541717234,1,0,0,0,0
99d33b22bec94fe58556ab631dafe06f,10.7021494397179,9.00242629738286,0.582644755295722,1,0,0,1,0
5d894c7932c045e2ace2e6ed8a301f6a,1.6417145792436,0.184594408567548,0.18582471944258,0,0,0,1,0
f9700b86e1dd4183846cf949c90f6827,0.111120597816134,2.98015778624645,1.19778687559655,0,0,1,1,0
9968e5224e1640f486e109a7b8311506,1.020429433598,0.824428073810291,0.569204155964672,0,0,0,1,0
3da6cb58b386495bab84afb5f8c3d529,83.751843790958,0.661283988883909,1.76796172019732,1,0,0,0,0
1e17b6c4ebbd49cd9e627992c1fe0ec2,27.9201315912417,3.51194058165414,3.07311236242512,1,1,0,1,0
c5ab4902268a42d581dd185690237345,15.9938957044732,0.889866264542442,1.80853983067475,1,0,0,1,0
a430143c149841e6b07facaf895587bb,11.6507729890372,1.3523617709755,1.95409734772689,1,0,0,0,0
fda363d94e994e97953a3b89891b2f35,20.0301516247975,0.387558814045747,1.17681349875176,1,0,0,0,0
d4058069acdd447c9e2d448361698534,75.3983697719539,2.64163366652146,3.77363482862791,1,0,0,1,0
4cb764e47c594d2d856c74737c8f04be,0.67909307161113,2.18724286091988,0.199329582796706,0,1,0,0,0
2bac0b71523c4f4590c92ccd01ac6b89,6.66176925882908,0.217901526251749,0.918078272515392,1,1,0,1,0
24fb6587ec57444fb47634c6ca04937e,355.263690558204,0.293277511469013,0.370844768603772,1,1,0,0,0
